device_id,timestamp,battery_level,humidity_reading,temperature,charging_cycles,lot_number,region
SC-2024-341-005,2024-11-25 00:00:00,90,80.3,21,178,LOT341,EMEA
SC-2024-341-006,2024-10-03 00:00:00,90,87.9,20,138,LOT341,EMEA
SC-2024-341-006,2024-10-12 00:00:00,92,85.0,20,138,LOT341,EMEA
SC-2024-341-006,2024-10-21 00:00:00,90,77.8,19,138,LOT341,EMEA
SC-2024-341-006,2024-11-02 00:00:00,84,94.0,18,138,LOT341,EMEA
SC-2024-341-006,2024-11-13 00:00:00,88,72.0,25,138,LOT341,EMEA
SC-2024-341-006,2024-11-25 00:00:00,89,78.4,21,138,LOT341,EMEA
SC-2024-341-007,2024-10-02 00:00:00,84,88.7,22,229,LOT341,EMEA
SC-2024-341-007,2024-10-15 00:00:00,91,80.9,21,229,LOT341,EMEA
SC-2024-341-007,2024-10-26 00:00:00,82,89.9,19,229,LOT341,EMEA
SC-2024-341-007,2024-11-03 00:00:00,84,79.4,25,229,LOT341,EMEA
SC-2024-341-007,2024-11-15 00:00:00,96,84.1,24,229,LOT341,EMEA
SC-2024-341-007,2024-11-23 00:00:00,89,59.7,21,229,LOT341,EMEA
SC-2024-341-008,2024-10-01 00:00:00,88,66.4,18,323,LOT341,EMEA
SC-2024-341-008,2024-10-14 00:00:00,61,68.7,21,323,LOT341,EMEA
SC-2024-341-008,2024-10-21 00:00:00,58,61.0,25,323,LOT341,EMEA
SC-2024-341-008,2024-11-03 00:00:00,87,66.6,25,323,LOT341,EMEA
SC-2024-341-008,2024-11-13 00:00:00,88,61.7,18,323,LOT341,EMEA
SC-2024-341-008,2024-11-25 00:00:00,94,68.3,23,323,LOT341,EMEA
SC-2024-341-009,2024-10-05 00:00:00,73,81.5,18,201,LOT341,EMEA
SC-2024-341-009,2024-10-11 00:00:00,64,71.5,18,201,LOT341,EMEA
SC-2024-341-009,2024-10-25 00:00:00,90,71.7,18,201,LOT341,EMEA
SC-2024-341-009,2024-11-03 00:00:00,90,65.8,18,201,LOT341,EMEA
SC-2024-341-009,2024-11-12 00:00:00,89,67.9,22,201,LOT341,EMEA
SC-2024-341-009,2024-11-23 00:00:00,88,92.7,22,201,LOT341,EMEA
SC-2024-341-010,2024-10-01 00:00:00,90,82.0,20,154,LOT341,EMEA
SC-2024-341-010,2024-10-16 00:00:00,89,80.5,19,154,LOT341,EMEA
SC-2024-341-010,2024-10-25 00:00:00,90,64.3,24,154,LOT341,EMEA
SC-2024-341-010,2024-11-02 00:00:00,51,85.0,20,154,LOT341,EMEA
SC-2024-341-010,2024-11-14 00:00:00,85,64.0,25,154,LOT341,EMEA
SC-2024-341-010,2024-11-22 00:00:00,88,72.0,20,154,LOT341,EMEA
SC-2024-341-011,2024-10-06 00:00:00,49,94.6,19,336,LOT341,EMEA
SC-2024-341-011,2024-10-14 00:00:00,92,81.7,19,336,LOT341,EMEA
SC-2024-341-011,2024-10-26 00:00:00,88,78.6,20,336,LOT341,EMEA
SC-2024-341-011,2024-11-04 00:00:00,88,83.3,20,336,LOT341,EMEA
SC-2024-341-011,2024-11-14 00:00:00,92,89.2,20,336,LOT341,EMEA
SC-2024-341-011,2024-11-21 00:00:00,89,86.7,18,336,LOT341,EMEA
SC-2024-341-012,2024-10-03 00:00:00,86,66.5,25,81,LOT341,EMEA
SC-2024-341-012,2024-10-16 00:00:00,84,59.2,20,81,LOT341,EMEA
SC-2024-341-012,2024-10-21 00:00:00,57,69.7,22,81,LOT341,EMEA
SC-2024-341-012,2024-11-03 00:00:00,89,67.9,25,81,LOT341,EMEA
SC-2024-341-012,2024-11-10 00:00:00,91,65.8,25,81,LOT341,EMEA
SC-2024-341-012,2024-11-21 00:00:00,91,92.9,25,81,LOT341,EMEA
SC-2024-341-013,2024-10-04 00:00:00,89,90.4,18,223,LOT341,EMEA
SC-2024-341-013,2024-10-15 00:00:00,86,69.6,21,223,LOT341,EMEA
SC-2024-341-013,2024-10-22 00:00:00,84,82.3,23,223,LOT341,EMEA
SC-2024-341-013,2024-11-01 00:00:00,82,72.6,22,223,LOT341,EMEA
SC-2024-341-013,2024-11-10 00:00:00,35,91.8,24,223,LOT341,EMEA
SC-2024-341-013,2024-11-21 00:00:00,91,75.0,20,223,LOT341,EMEA
SC-2024-341-014,2024-10-06 00:00:00,91,67.8,18,94,LOT341,EMEA
SC-2024-341-014,2024-10-13 00:00:00,55,67.1,24,94,LOT341,EMEA
SC-2024-341-014,2024-10-24 00:00:00,90,78.8,22,94,LOT341,EMEA
SC-2024-341-014,2024-11-01 00:00:00,83,67.7,22,94,LOT341,EMEA
SC-2024-341-014,2024-11-14 00:00:00,32,79.6,21,94,LOT341,EMEA
SC-2024-341-014,2024-11-21 00:00:00,96,91.2,19,94,LOT341,EMEA
SC-2024-341-015,2024-10-06 00:00:00,92,72.8,19,334,LOT341,EMEA
SC-2024-341-015,2024-10-16 00:00:00,67,66.1,22,334,LOT341,EMEA
SC-2024-341-015,2024-10-25 00:00:00,87,94.9,23,334,LOT341,EMEA
SC-2024-341-015,2024-11-04 00:00:00,16,76.9,25,334,LOT341,EMEA
SC-2024-341-015,2024-11-11 00:00:00,48,61.4,22,334,LOT341,EMEA
SC-2024-341-015,2024-11-20 00:00:00,88,59.7,25,334,LOT341,EMEA
SC-2024-341-016,2024-10-01 00:00:00,70,62.1,24,168,LOT341,EMEA
SC-2024-341-016,2024-10-11 00:00:00,87,81.2,21,168,LOT341,EMEA
SC-2024-341-016,2024-10-26 00:00:00,55,87.3,22,168,LOT341,EMEA
SC-2024-341-016,2024-10-31 00:00:00,86,73.6,23,168,LOT341,EMEA
SC-2024-341-016,2024-11-10 00:00:00,92,60.4,23,168,LOT341,EMEA
SC-2024-341-016,2024-11-25 00:00:00,96,72.1,18,168,LOT341,EMEA
SC-2024-341-017,2024-10-02 00:00:00,66,94.9,23,177,LOT341,EMEA
SC-2024-341-017,2024-10-14 00:00:00,89,77.6,18,177,LOT341,EMEA
SC-2024-341-017,2024-10-22 00:00:00,89,93.9,25,177,LOT341,EMEA
SC-2024-341-017,2024-11-02 00:00:00,40,89.8,24,177,LOT341,EMEA
SC-2024-341-017,2024-11-10 00:00:00,70,58.4,23,177,LOT341,EMEA
SC-2024-341-017,2024-11-24 00:00:00,91,84.7,23,177,LOT341,EMEA
SC-2024-341-018,2024-10-01 00:00:00,61,83.2,18,339,LOT341,EMEA
SC-2024-341-018,2024-10-14 00:00:00,92,77.9,20,339,LOT341,EMEA
SC-2024-341-018,2024-10-25 00:00:00,88,67.9,19,339,LOT341,EMEA
SC-2024-341-018,2024-11-05 00:00:00,87,81.7,18,339,LOT341,EMEA
SC-2024-341-018,2024-11-13 00:00:00,83,62.1,21,339,LOT341,EMEA
SC-2024-341-018,2024-11-23 00:00:00,96,74.1,22,339,LOT341,EMEA
SC-2024-341-019,2024-10-01 00:00:00,87,74.8,18,278,LOT341,EMEA
SC-2024-341-019,2024-10-11 00:00:00,31,93.3,18,278,LOT341,EMEA
SC-2024-341-019,2024-10-25 00:00:00,84,90.4,23,278,LOT341,EMEA
SC-2024-341-019,2024-11-05 00:00:00,90,67.7,23,278,LOT341,EMEA
SC-2024-341-019,2024-11-10 00:00:00,90,76.5,20,278,LOT341,EMEA
SC-2024-341-019,2024-11-25 00:00:00,94,64.6,24,278,LOT341,EMEA
SC-2024-341-020,2024-10-05 00:00:00,83,91.8,22,173,LOT341,EMEA
SC-2024-341-020,2024-10-16 00:00:00,43,90.2,19,173,LOT341,EMEA
SC-2024-341-020,2024-10-24 00:00:00,82,69.0,22,173,LOT341,EMEA
SC-2024-341-020,2024-11-04 00:00:00,44,81.6,21,173,LOT341,EMEA
SC-2024-341-020,2024-11-11 00:00:00,85,80.5,22,173,LOT341,EMEA
SC-2024-341-020,2024-11-22 00:00:00,91,63.7,19,173,LOT341,EMEA
SC-2024-341-021,2024-10-02 00:00:00,84,86.2,19,249,LOT341,EMEA
SC-2024-341-021,2024-10-15 00:00:00,90,78.0,19,249,LOT341,EMEA
SC-2024-341-021,2024-10-25 00:00:00,69,86.8,23,249,LOT341,EMEA
SC-2024-341-021,2024-11-01 00:00:00,86,77.6,21,249,LOT341,EMEA
SC-2024-341-021,2024-11-10 00:00:00,67,58.0,23,249,LOT341,EMEA
SC-2024-341-021,2024-11-23 00:00:00,95,70.0,18,249,LOT341,EMEA
SC-2024-341-022,2024-10-06 00:00:00,82,58.7,24,244,LOT341,EMEA
SC-2024-341-022,2024-10-11 00:00:00,88,92.4,20,244,LOT341,EMEA
SC-2024-341-022,2024-10-25 00:00:00,91,90.5,25,244,LOT341,EMEA
SC-2024-341-022,2024-11-02 00:00:00,86,88.8,21,244,LOT341,EMEA
SC-2024-341-022,2024-11-15 00:00:00,92,69.4,25,244,LOT341,EMEA
SC-2024-341-022,2024-11-21 00:00:00,88,60.1,25,244,LOT341,EMEA
SC-2024-341-023,2024-10-04 00:00:00,86,90.5,25,140,LOT341,EMEA
SC-2024-341-023,2024-10-12 00:00:00,52,93.0,22,140,LOT341,EMEA
SC-2024-341-023,2024-10-24 00:00:00,84,61.2,23,140,LOT341,EMEA
SC-2024-341-023,2024-11-03 00:00:00,89,76.0,19,140,LOT341,EMEA
SC-2024-341-023,2024-11-10 00:00:00,57,60.6,25,140,LOT341,EMEA
SC-2024-341-023,2024-11-22 00:00:00,90,86.1,20,140,LOT341,EMEA
SC-2024-341-024,2024-10-01 00:00:00,88,86.3,19,124,LOT341,EMEA
SC-2024-341-024,2024-10-15 00:00:00,51,62.8,22,124,LOT341,EMEA
SC-2024-341-024,2024-10-24 00:00:00,88,75.6,24,124,LOT341,EMEA
SC-2024-341-024,2024-11-04 00:00:00,27,78.3,20,124,LOT341,EMEA
SC-2024-341-024,2024-11-13 00:00:00,65,67.8,21,124,LOT341,EMEA
SC-2024-341-024,2024-11-24 00:00:00,94,90.3,24,124,LOT341,EMEA
SC-2024-341-025,2024-10-03 00:00:00,90,73.7,21,213,LOT341,EMEA
SC-2024-341-025,2024-10-16 00:00:00,92,65.8,25,213,LOT341,EMEA
SC-2024-341-025,2024-10-25 00:00:00,91,78.0,23,213,LOT341,EMEA
SC-2024-341-025,2024-10-31 00:00:00,65,85.0,22,213,LOT341,EMEA
SC-2024-341-025,2024-11-10 00:00:00,91,65.4,24,213,LOT341,EMEA
SC-2024-341-025,2024-11-23 00:00:00,93,69.5,18,213,LOT341,EMEA
SC-2024-341-026,2024-10-02 00:00:00,84,94.8,18,320,LOT341,EMEA
SC-2024-341-026,2024-10-16 00:00:00,84,82.0,22,320,LOT341,EMEA
SC-2024-341-026,2024-10-25 00:00:00,91,74.2,21,320,LOT341,EMEA
SC-2024-341-026,2024-11-05 00:00:00,87,77.2,22,320,LOT341,EMEA
SC-2024-341-026,2024-11-15 00:00:00,92,62.5,18,320,LOT341,EMEA
SC-2024-341-026,2024-11-24 00:00:00,90,66.3,20,320,LOT341,EMEA
SC-2024-341-027,2024-10-01 00:00:00,32,70.5,18,184,LOT341,EMEA
SC-2024-341-027,2024-10-16 00:00:00,90,79.8,23,184,LOT341,EMEA
SC-2024-341-027,2024-10-23 00:00:00,82,66.5,24,184,LOT341,EMEA
SC-2024-341-027,2024-11-04 00:00:00,26,66.1,23,184,LOT341,EMEA
SC-2024-341-027,2024-11-13 00:00:00,64,60.6,24,184,LOT341,EMEA
SC-2024-341-027,2024-11-21 00:00:00,91,81.4,25,184,LOT341,EMEA
SC-2024-341-028,2024-10-02 00:00:00,57,66.5,23,195,LOT341,EMEA
SC-2024-341-028,2024-10-12 00:00:00,86,91.5,20,195,LOT341,EMEA
SC-2024-341-028,2024-10-21 00:00:00,45,89.8,18,195,LOT341,EMEA
SC-2024-341-028,2024-11-05 00:00:00,89,60.6,24,195,LOT341,EMEA
SC-2024-341-028,2024-11-10 00:00:00,84,66.8,24,195,LOT341,EMEA
SC-2024-341-028,2024-11-25 00:00:00,93,82.8,24,195,LOT341,EMEA
SC-2024-341-029,2024-10-02 00:00:00,89,65.9,24,178,LOT341,EMEA
SC-2024-341-029,2024-10-14 00:00:00,88,62.9,21,178,LOT341,EMEA
SC-2024-341-029,2024-10-24 00:00:00,91,92.6,25,178,LOT341,EMEA
SC-2024-341-029,2024-11-01 00:00:00,90,79.1,24,178,LOT341,EMEA
SC-2024-341-029,2024-11-14 00:00:00,65,75.5,18,178,LOT341,EMEA
SC-2024-341-029,2024-11-23 00:00:00,89,87.0,25,178,LOT341,EMEA
SC-2024-341-030,2024-10-01 00:00:00,84,87.9,22,116,LOT341,EMEA
SC-2024-341-030,2024-10-15 00:00:00,83,65.0,19,116,LOT341,EMEA
SC-2024-341-030,2024-10-24 00:00:00,50,61.6,19,116,LOT341,EMEA
SC-2024-341-030,2024-11-05 00:00:00,90,73.9,22,116,LOT341,EMEA
SC-2024-341-030,2024-11-10 00:00:00,75,73.7,18,116,LOT341,EMEA
SC-2024-341-030,2024-11-23 00:00:00,89,75.3,25,116,LOT341,EMEA
SC-2024-341-031,2024-10-06 00:00:00,72,85.0,23,121,LOT341,EMEA
SC-2024-341-031,2024-10-13 00:00:00,84,82.9,22,121,LOT341,EMEA
SC-2024-341-031,2024-10-25 00:00:00,86,94.4,25,121,LOT341,EMEA
SC-2024-341-031,2024-11-01 00:00:00,91,61.6,22,121,LOT341,EMEA
SC-2024-341-031,2024-11-14 00:00:00,82,72.9,25,121,LOT341,EMEA
SC-2024-341-031,2024-11-21 00:00:00,94,70.6,22,121,LOT341,EMEA
SC-2024-341-032,2024-10-02 00:00:00,51,89.9,22,182,LOT341,EMEA
SC-2024-341-032,2024-10-11 00:00:00,83,67.2,20,182,LOT341,EMEA
SC-2024-341-032,2024-10-26 00:00:00,84,65.0,25,182,LOT341,EMEA
SC-2024-341-032,2024-11-01 00:00:00,86,74.6,21,182,LOT341,EMEA
SC-2024-341-032,2024-11-11 00:00:00,38,73.6,18,182,LOT341,EMEA
SC-2024-341-032,2024-11-20 00:00:00,89,68.3,20,182,LOT341,EMEA
SC-2024-341-033,2024-10-04 00:00:00,88,67.2,25,304,LOT341,EMEA
SC-2024-341-033,2024-10-16 00:00:00,84,92.2,23,304,LOT341,EMEA
SC-2024-341-033,2024-10-26 00:00:00,36,74.4,19,304,LOT341,EMEA
SC-2024-341-033,2024-11-01 00:00:00,25,89.9,25,304,LOT341,EMEA
SC-2024-341-033,2024-11-13 00:00:00,22,78.4,24,304,LOT341,EMEA
SC-2024-341-033,2024-11-25 00:00:00,93,59.9,22,304,LOT341,EMEA
SC-2024-341-034,2024-10-05 00:00:00,53,95.0,22,119,LOT341,EMEA
SC-2024-341-034,2024-10-14 00:00:00,92,88.9,18,119,LOT341,EMEA
SC-2024-341-034,2024-10-25 00:00:00,92,93.9,24,119,LOT341,EMEA
SC-2024-341-034,2024-11-05 00:00:00,86,92.3,22,119,LOT341,EMEA
SC-2024-341-034,2024-11-10 00:00:00,6,89.4,24,119,LOT341,EMEA
SC-2024-341-034,2024-11-25 00:00:00,93,64.2,21,119,LOT341,EMEA
SC-2024-341-035,2024-10-03 00:00:00,92,76.0,20,131,LOT341,EMEA
SC-2024-341-035,2024-10-15 00:00:00,82,65.9,18,131,LOT341,EMEA
SC-2024-341-035,2024-10-21 00:00:00,88,72.8,19,131,LOT341,EMEA
SC-2024-341-035,2024-11-03 00:00:00,72,60.2,22,131,LOT341,EMEA
SC-2024-341-035,2024-11-11 00:00:00,82,72.0,19,131,LOT341,EMEA
SC-2024-341-035,2024-11-24 00:00:00,92,94.5,21,131,LOT341,EMEA
SC-2024-341-036,2024-10-06 00:00:00,83,67.8,19,188,LOT341,EMEA
SC-2024-341-036,2024-10-15 00:00:00,60,87.0,20,188,LOT341,EMEA
SC-2024-341-036,2024-10-26 00:00:00,84,74.8,22,188,LOT341,EMEA
SC-2024-341-036,2024-11-05 00:00:00,83,73.7,25,188,LOT341,EMEA
SC-2024-341-036,2024-11-13 00:00:00,14,93.4,23,188,LOT341,EMEA
SC-2024-341-036,2024-11-21 00:00:00,88,94.8,18,188,LOT341,EMEA
SC-2024-341-037,2024-10-04 00:00:00,87,78.6,22,248,LOT341,EMEA
SC-2024-341-037,2024-10-12 00:00:00,26,84.6,25,248,LOT341,EMEA
SC-2024-341-037,2024-10-25 00:00:00,88,63.7,25,248,LOT341,EMEA
SC-2024-341-037,2024-11-01 00:00:00,31,69.0,24,248,LOT341,EMEA
SC-2024-341-037,2024-11-14 00:00:00,92,93.8,25,248,LOT341,EMEA
SC-2024-341-037,2024-11-22 00:00:00,95,79.4,19,248,LOT341,EMEA
SC-2024-341-038,2024-10-05 00:00:00,86,78.1,25,124,LOT341,EMEA
SC-2024-341-038,2024-10-14 00:00:00,67,85.7,18,124,LOT341,EMEA
SC-2024-341-038,2024-10-26 00:00:00,88,60.1,20,124,LOT341,EMEA
SC-2024-341-038,2024-11-02 00:00:00,88,79.6,18,124,LOT341,EMEA
SC-2024-341-038,2024-11-15 00:00:00,96,76.6,24,124,LOT341,EMEA
SC-2024-341-038,2024-11-25 00:00:00,89,89.6,21,124,LOT341,EMEA
SC-2024-341-039,2024-10-04 00:00:00,18,63.8,23,128,LOT341,EMEA
SC-2024-341-039,2024-10-16 00:00:00,86,93.5,18,128,LOT341,EMEA
SC-2024-341-039,2024-10-26 00:00:00,83,61.0,23,128,LOT341,EMEA
SC-2024-341-039,2024-11-03 00:00:00,48,64.9,21,128,LOT341,EMEA
SC-2024-341-039,2024-11-14 00:00:00,23,80.0,24,128,LOT341,EMEA
SC-2024-341-039,2024-11-21 00:00:00,94,83.0,24,128,LOT341,EMEA
SC-2024-341-040,2024-10-06 00:00:00,87,66.7,19,316,LOT341,EMEA
SC-2024-341-040,2024-10-14 00:00:00,59,62.4,18,316,LOT341,EMEA
SC-2024-341-040,2024-10-21 00:00:00,91,90.9,25,316,LOT341,EMEA
SC-2024-341-040,2024-10-31 00:00:00,90,67.1,22,316,LOT341,EMEA
SC-2024-341-040,2024-11-14 00:00:00,70,80.0,18,316,LOT341,EMEA
SC-2024-341-040,2024-11-22 00:00:00,89,80.9,18,316,LOT341,EMEA
SC-2024-341-041,2024-10-01 00:00:00,85,73.5,25,120,LOT341,EMEA
SC-2024-341-041,2024-10-15 00:00:00,51,79.6,21,120,LOT341,EMEA
SC-2024-341-041,2024-10-21 00:00:00,33,77.3,18,120,LOT341,EMEA
SC-2024-341-041,2024-11-04 00:00:00,82,92.6,20,120,LOT341,EMEA
SC-2024-341-041,2024-11-11 00:00:00,10,65.6,22,120,LOT341,EMEA
SC-2024-341-041,2024-11-23 00:00:00,96,84.5,19,120,LOT341,EMEA
SC-2024-341-042,2024-10-01 00:00:00,89,66.8,21,134,LOT341,EMEA
SC-2024-341-042,2024-10-12 00:00:00,73,72.6,24,134,LOT341,EMEA
SC-2024-341-042,2024-10-21 00:00:00,92,82.9,20,134,LOT341,EMEA
SC-2024-341-042,2024-11-01 00:00:00,82,69.1,20,134,LOT341,EMEA
SC-2024-341-042,2024-11-10 00:00:00,83,69.7,20,134,LOT341,EMEA
SC-2024-341-042,2024-11-21 00:00:00,92,85.8,20,134,LOT341,EMEA
SC-2024-341-043,2024-10-02 00:00:00,91,60.7,20,219,LOT341,EMEA
SC-2024-341-043,2024-10-16 00:00:00,21,75.0,20,219,LOT341,EMEA
SC-2024-341-043,2024-10-24 00:00:00,83,94.9,18,219,LOT341,EMEA
SC-2024-341-043,2024-10-31 00:00:00,92,94.9,22,219,LOT341,EMEA
SC-2024-341-043,2024-11-15 00:00:00,93,60.7,20,219,LOT341,EMEA
SC-2024-341-043,2024-11-21 00:00:00,91,65.9,25,219,LOT341,EMEA
SC-2024-341-044,2024-10-02 00:00:00,84,67.8,18,307,LOT341,EMEA
SC-2024-341-044,2024-10-12 00:00:00,89,92.5,19,307,LOT341,EMEA
SC-2024-341-044,2024-10-23 00:00:00,87,90.6,18,307,LOT341,EMEA
SC-2024-341-044,2024-11-01 00:00:00,85,90.5,19,307,LOT341,EMEA
SC-2024-341-044,2024-11-12 00:00:00,57,71.7,21,307,LOT341,EMEA
SC-2024-341-044,2024-11-25 00:00:00,89,63.8,22,307,LOT341,EMEA
SC-2024-341-045,2024-10-02 00:00:00,83,88.8,20,142,LOT341,EMEA
SC-2024-341-045,2024-10-14 00:00:00,89,84.0,20,142,LOT341,EMEA
SC-2024-341-045,2024-10-21 00:00:00,82,80.6,23,142,LOT341,EMEA
SC-2024-341-045,2024-11-01 00:00:00,88,94.5,23,142,LOT341,EMEA
SC-2024-341-045,2024-11-13 00:00:00,82,82.2,18,142,LOT341,EMEA
SC-2024-341-045,2024-11-21 00:00:00,88,58.3,18,142,LOT341,EMEA
SC-2024-341-046,2024-10-05 00:00:00,55,88.2,21,259,LOT341,EMEA
SC-2024-341-046,2024-10-14 00:00:00,91,69.1,23,259,LOT341,EMEA
SC-2024-341-046,2024-10-22 00:00:00,92,82.5,23,259,LOT341,EMEA
SC-2024-341-046,2024-10-31 00:00:00,87,92.7,19,259,LOT341,EMEA
SC-2024-341-046,2024-11-15 00:00:00,91,63.0,21,259,LOT341,EMEA
SC-2024-341-046,2024-11-21 00:00:00,92,62.3,25,259,LOT341,EMEA
SC-2024-341-047,2024-10-04 00:00:00,84,62.0,25,108,LOT341,EMEA
SC-2024-341-047,2024-10-14 00:00:00,87,78.5,25,108,LOT341,EMEA
SC-2024-341-047,2024-10-22 00:00:00,92,68.1,22,108,LOT341,EMEA
SC-2024-341-047,2024-11-02 00:00:00,84,80.4,18,108,LOT341,EMEA
SC-2024-341-047,2024-11-11 00:00:00,55,84.6,25,108,LOT341,EMEA
SC-2024-341-047,2024-11-23 00:00:00,89,65.5,23,108,LOT341,EMEA
SC-2024-341-048,2024-10-03 00:00:00,47,81.5,20,286,LOT341,EMEA
SC-2024-341-048,2024-10-15 00:00:00,12,67.8,24,286,LOT341,EMEA
SC-2024-341-048,2024-10-24 00:00:00,64,76.1,25,286,LOT341,EMEA
SC-2024-341-048,2024-11-02 00:00:00,82,91.5,24,286,LOT341,EMEA
SC-2024-341-048,2024-11-11 00:00:00,85,89.3,24,286,LOT341,EMEA
SC-2024-341-048,2024-11-21 00:00:00,91,61.4,20,286,LOT341,EMEA
SC-2024-341-049,2024-10-01 00:00:00,71,73.7,18,206,LOT341,EMEA
SC-2024-341-049,2024-10-16 00:00:00,60,68.2,24,206,LOT341,EMEA
SC-2024-341-049,2024-10-24 00:00:00,52,58.1,19,206,LOT341,EMEA
SC-2024-341-049,2024-11-03 00:00:00,85,86.5,18,206,LOT341,EMEA
SC-2024-341-049,2024-11-15 00:00:00,89,81.6,21,206,LOT341,EMEA
SC-2024-341-049,2024-11-22 00:00:00,94,67.7,19,206,LOT341,EMEA
SC-2024-341-050,2024-10-04 00:00:00,92,85.4,20,192,LOT341,EMEA
SC-2024-341-050,2024-10-14 00:00:00,91,78.4,18,192,LOT341,EMEA
SC-2024-341-050,2024-10-24 00:00:00,84,73.8,24,192,LOT341,EMEA
SC-2024-341-050,2024-11-02 00:00:00,19,58.4,18,192,LOT341,EMEA
SC-2024-341-050,2024-11-10 00:00:00,88,60.8,23,192,LOT341,EMEA
SC-2024-341-050,2024-11-20 00:00:00,92,90.7,22,192,LOT341,EMEA
SC-2024-341-051,2024-10-05 00:00:00,14,91.4,21,321,LOT341,EMEA
SC-2024-341-051,2024-10-11 00:00:00,91,78.2,23,321,LOT341,EMEA
SC-2024-341-051,2024-10-21 00:00:00,90,88.9,23,321,LOT341,EMEA
SC-2024-341-051,2024-10-31 00:00:00,88,79.6,25,321,LOT341,EMEA
SC-2024-341-051,2024-11-10 00:00:00,87,63.5,20,321,LOT341,EMEA
SC-2024-341-051,2024-11-24 00:00:00,95,62.7,21,321,LOT341,EMEA
SC-2024-341-052,2024-10-03 00:00:00,85,69.4,19,286,LOT341,EMEA
SC-2024-341-052,2024-10-14 00:00:00,91,91.3,21,286,LOT341,EMEA
SC-2024-341-052,2024-10-22 00:00:00,72,87.5,22,286,LOT341,EMEA
SC-2024-341-052,2024-11-05 00:00:00,88,89.8,18,286,LOT341,EMEA
SC-2024-341-052,2024-11-12 00:00:00,87,91.3,25,286,LOT341,EMEA
SC-2024-341-052,2024-11-24 00:00:00,93,65.8,22,286,LOT341,EMEA
SC-2024-341-053,2024-10-05 00:00:00,87,67.2,19,150,LOT341,EMEA
SC-2024-341-053,2024-10-14 00:00:00,83,61.8,24,150,LOT341,EMEA
SC-2024-341-053,2024-10-23 00:00:00,83,86.9,20,150,LOT341,EMEA
SC-2024-341-053,2024-10-31 00:00:00,63,90.7,20,150,LOT341,EMEA
SC-2024-341-053,2024-11-14 00:00:00,41,73.0,22,150,LOT341,EMEA
SC-2024-341-053,2024-11-25 00:00:00,90,81.0,20,150,LOT341,EMEA
SC-2024-341-054,2024-10-03 00:00:00,88,63.7,18,276,LOT341,EMEA
SC-2024-341-054,2024-10-12 00:00:00,83,92.4,21,276,LOT341,EMEA
SC-2024-341-054,2024-10-26 00:00:00,48,90.0,23,276,LOT341,EMEA
SC-2024-341-054,2024-11-05 00:00:00,87,94.1,25,276,LOT341,EMEA
SC-2024-341-054,2024-11-12 00:00:00,91,88.0,22,276,LOT341,EMEA
